week_start,user_id,run_count,total_distance_km,avg_pace_min_per_km,total_elevation_m,total_running_time_s,avg_cadence,avg_hr,longest_run_km,training_load,target_next_week_pace,target_next_week_km
2024-09-09,32658279,1,43.02,5.72,398.5,14764,162.2,156.4,43.02,202.552,6.01,5.03
2024-09-09,27736141,4,30.18,6.24,60.7,11291,165.5,148.6,12.01,148.593,6.01,20.38
2024-09-09,17584626,2,10.21,5.78,23.2,3542,87.7,169.4,5.23,52.353,6.18,26.9
2024-09-09,113047789,2,10.74,5.82,33.9,3750,187.5,140.2,5.59,46.612,5.94,5.21
2024-09-09,614320,5,32.15,6.6,113.0,12723,175.5,121.4,13.01,135.066,6.0,3.16
2024-09-09,23177662,6,26.12,5.55,57.3,8705,170.1,148.7,7.02,114.347,5.94,41.36
2024-09-16,7211094,2,25.18,4.8,15.6,7252,86.3,162.0,15.11,103.501,5.14,49.55
2024-09-16,98093514,4,28.07,6.14,148.0,10335,169.2,167.4,10.01,152.023,6.23,45.9
2024-09-16,32658279,1,5.03,6.01,14.6,1812,163.4,152.2,5.03,24.192,6.25,31.35
2024-09-16,27736141,3,20.38,6.01,17.4,7347,168.6,149.9,8.02,97.103,6.18,37.15
2024-09-16,113047789,1,5.21,5.94,8.2,1857,186.2,170.6,5.21,27.79,6.16,10.25
2024-09-16,614320,1,3.16,6.0,12.0,1139,176.2,117.7,3.16,11.76,5.92,24.27
2024-09-16,23177662,4,41.36,5.94,50.5,14731,164.6,157.8,21.12,202.19,6.17,26.74
2024-09-23,13419295,2,51.55,6.29,333.0,19453,181.9,160.1,45.01,274.146,5.95,10.01
2024-09-23,7211094,6,49.55,5.14,102.6,15286,86.3,153.9,15.2,207.177,5.33,16.97
2024-09-23,98093514,4,45.9,6.23,106.0,17166,157.1,158.9,21.11,246.429,6.4,39.59
2024-09-23,32658279,4,31.35,6.25,52.9,11749,159.9,136.8,15.05,141.733,6.2,23.26
2024-09-23,27736141,4,37.15,6.18,57.4,13768,165.9,147.1,16.04,178.388,6.0,37.26
2024-09-23,614320,5,24.27,5.92,38.0,8626,174.3,124.0,6.31,92.683,4.68,4.01
2024-09-23,23177662,6,26.74,6.17,79.6,9899,164.3,145.8,8.01,122.47,6.1,30.45
2024-09-30,13419295,1,10.01,5.95,71.9,3576,177.8,147.6,10.01,46.3,6.48,43.42
2024-09-30,7211094,2,16.97,5.33,20.3,5427,86.3,153.2,11.96,73.201,5.23,17.34
2024-09-30,98093514,4,39.59,6.4,162.0,15198,161.9,155.6,15.01,212.037,6.77,31.3
2024-09-30,32658279,2,23.26,6.2,27.2,8650,165.1,140.4,18.09,108.932,6.8,20.12
2024-09-30,27736141,4,37.26,6.0,52.0,13412,168.7,148.5,18.01,178.067,5.49,21.83
2024-09-30,113047789,2,10.25,6.16,16.9,3784,190.6,157.4,5.14,52.343,6.2,20.65
2024-09-30,614320,1,4.01,4.68,13.0,1126,171.6,116.1,4.01,11.467,5.76,19.56
2024-09-30,23177662,5,30.45,6.1,68.0,11141,156.7,136.7,12.21,139.076,8.39,48.82
2024-10-07,7211094,3,17.34,5.23,24.6,5442,86.3,152.9,8.06,72.85,4.89,30.56
2024-10-07,98093514,5,31.3,6.77,286.4,12707,165.3,152.0,10.02,169.73,6.01,34.7
2024-10-07,32658279,3,20.12,6.8,85.6,8214,158.2,131.3,9.95,95.578,5.88,27.29
2024-10-07,27736141,3,21.83,5.49,25.2,7186,174.1,152.8,8.06,96.4,6.31,23.61
2024-10-07,17584626,5,26.9,6.18,54.4,9972,87.7,160.8,10.15,86.905,5.9,26.43
2024-10-07,113047789,3,20.65,6.2,35.6,7678,188.0,170.2,10.43,115.304,5.86,5.17
2024-10-07,23177662,2,48.82,8.39,120.3,24566,150.6,137.7,42.72,283.121,6.29,10.07
2024-10-14,13419295,2,43.42,6.48,56.9,16873,177.2,132.3,37.4,203.21,6.61,10.08
2024-10-14,7211094,4,30.56,4.89,95.4,8973,86.3,155.3,15.09,122.283,4.85,32.85
2024-10-14,98093514,3,34.7,6.01,39.0,12512,170.5,168.8,21.11,189.812,5.78,5.25
2024-10-14,32658279,5,27.29,5.88,93.2,9620,160.3,143.5,7.08,121.315,5.12,21.9
2024-10-14,27736141,3,23.61,6.31,21.4,8934,166.3,145.0,10.51,114.463,6.44,13.12
2024-10-14,17584626,4,26.43,5.9,75.2,9361,87.7,166.0,10.06,136.794,5.89,22.49
2024-10-14,113047789,1,5.17,5.86,8.3,1820,180.4,175.3,5.17,27.986,6.0,5.14
2024-10-14,614320,4,19.56,5.76,99.0,6758,173.5,130.0,7.2,76.435,5.82,5.24
2024-10-14,23177662,2,10.07,6.29,20.8,3801,161.5,147.2,5.04,48.864,6.08,35.17
2024-10-21,7211094,4,32.85,4.85,147.4,9556,86.3,154.5,15.01,129.531,4.9,40.73
2024-10-21,98093514,1,5.25,5.78,2.0,1819,168.2,176.0,5.25,28.083,6.13,10.15
2024-10-21,32658279,4,21.9,5.12,12.8,6726,165.0,149.7,7.51,87.711,5.59,35.12
2024-10-21,27736141,2,13.12,6.44,12.2,5073,165.6,150.4,8.03,37.64,6.3,13.17
2024-10-21,17584626,4,22.49,5.89,57.0,7948,87.7,169.8,10.23,93.788,5.93,31.47
2024-10-21,113047789,1,5.14,6.0,8.2,1853,195.4,165.4,5.14,26.885,7.62,5.21
2024-10-21,614320,1,5.24,5.82,60.0,1831,172.4,122.9,5.24,19.739,6.79,5.53
2024-10-21,23177662,3,35.17,6.08,64.1,12833,162.3,158.9,25.13,181.416,6.27,31.28
2024-10-28,13419295,2,10.08,6.61,12.2,3998,176.0,135.2,5.05,47.455,10.89,4.18
2024-10-28,7211094,5,40.73,4.9,151.2,11977,86.3,153.7,15.07,158.248,4.89,22.59
2024-10-28,32658279,4,35.12,5.59,141.9,11785,164.5,146.0,13.05,150.05,6.2,46.11
2024-10-28,27736141,2,13.17,6.3,10.5,4975,165.2,146.3,8.12,64.3,6.7,19.13
2024-10-28,17584626,5,31.47,5.93,168.2,11189,87.7,165.2,10.02,132.52,5.84,24.29
2024-10-28,113047789,1,5.21,7.62,12.9,2385,160.4,147.1,5.21,30.775,6.3,18.01
2024-10-28,614320,2,5.53,6.79,16.0,2254,170.3,125.5,4.3,24.764,5.59,9.25
2024-10-28,23177662,3,31.28,6.27,141.5,11772,162.3,150.2,21.08,162.172,5.61,11.57
2024-11-04,7211094,3,22.59,4.89,99.8,6634,86.3,152.0,10.28,87.54,4.72,30.72
2024-11-04,32658279,4,46.11,6.2,196.0,17165,163.8,135.2,16.06,204.168,5.83,42.33
2024-11-04,27736141,3,19.13,6.7,18.2,7691,161.3,141.1,8.08,96.075,5.95,37.22
2024-11-04,17584626,4,24.29,5.84,77.0,8510,87.7,162.5,12.18,123.189,5.92,20.8
2024-11-04,113047789,5,18.01,6.3,31.7,6804,187.4,161.4,5.15,100.494,5.74,10.49
2024-11-04,23177662,3,11.57,5.61,36.7,3894,164.7,155.2,5.05,53.62,6.07,26.14
2024-11-11,7211094,3,30.72,4.72,77.5,8698,179.8,157.8,12.67,119.77,4.7,42.99
2024-11-11,98093514,2,10.15,6.13,35.0,3734,166.9,170.3,5.12,55.799,5.97,12.1
2024-11-11,32658279,4,42.33,5.83,371.4,14801,165.1,149.3,21.16,196.092,5.67,21.23
2024-11-11,27736141,5,37.22,5.95,33.6,13280,167.2,151.0,8.08,176.574,6.22,21.13
2024-11-11,17584626,3,20.8,5.92,97.8,7394,87.7,157.2,10.65,101.912,5.47,22.0
2024-11-11,113047789,2,10.49,5.74,23.4,3614,181.8,174.2,5.31,55.277,6.43,10.44
2024-11-11,23177662,2,26.14,6.07,75.7,9518,162.9,153.9,21.12,131.052,5.92,33.59
2024-11-18,7211094,6,42.99,4.7,449.2,12120,164.2,159.6,12.45,166.877,5.13,20.6
2024-11-18,98093514,2,12.1,5.97,21.0,4335,169.9,167.4,7.08,63.705,6.02,23.11
2024-11-18,32658279,3,21.23,5.67,97.3,7217,159.3,147.6,8.11,94.045,5.53,44.29
2024-11-18,27736141,3,21.13,6.22,18.3,7892,165.8,143.5,8.06,99.657,6.03,40.22
2024-11-18,17584626,5,22.0,5.47,172.6,7218,87.7,169.0,5.34,106.336,5.88,17.07
2024-11-18,113047789,2,10.44,6.43,24.4,4028,184.4,168.4,5.27,59.515,6.16,15.6
2024-11-18,614320,2,9.25,5.59,28.0,3100,178.2,142.8,5.04,38.749,6.74,5.92
2024-11-18,23177662,5,33.59,5.92,60.1,11924,160.9,155.3,10.02,158.367,5.72,32.68
2024-11-25,7211094,3,20.6,5.13,166.8,6341,86.3,146.3,8.24,81.937,4.69,32.15
2024-11-25,98093514,3,23.11,6.02,51.0,8340,167.1,171.5,12.01,126.843,6.17,17.62
2024-11-25,32658279,5,44.29,5.53,130.3,14697,163.2,147.3,21.71,194.144,5.97,5.05
2024-11-25,17584626,2,17.07,5.88,52.6,6019,87.7,163.6,12.04,87.403,5.65,30.44
2024-11-25,113047789,3,15.6,6.16,28.4,5760,185.0,173.7,5.24,87.726,6.21,5.2
2024-11-25,614320,2,5.92,6.74,16.0,2393,167.7,126.3,4.87,26.76,6.31,16.42
2024-11-25,23177662,3,32.68,5.72,46.8,11224,162.1,146.7,21.62,151.108,5.9,35.3
2024-12-02,7211094,5,32.15,4.69,120.0,9043,86.3,160.2,10.07,126.521,4.76,39.82
2024-12-02,98093514,3,17.62,6.17,40.0,6523,168.2,169.8,7.51,95.95,6.11,19.86
2024-12-02,32658279,1,5.05,5.97,12.7,1808,167.0,141.0,5.05,22.362,5.82,45.44
2024-12-02,27736141,5,40.22,6.03,37.6,14546,166.9,153.3,11.1,196.67,8.02,10.12
2024-12-02,17584626,4,30.44,5.65,149.8,10328,87.7,165.5,10.1,150.612,6.13,26.17
2024-12-02,113047789,1,5.2,6.21,12.9,1939,187.6,177.3,5.2,30.157,6.52,21.28
2024-12-02,614320,3,16.42,6.31,83.0,6217,173.3,132.0,6.51,71.674,6.73,3.1
2024-12-02,23177662,5,35.3,5.9,182.5,12489,162.2,143.2,10.21,158.372,5.94,44.61
2024-12-09,7211094,6,39.82,4.76,130.0,11373,172.7,156.9,11.77,156.415,4.93,33.25
2024-12-09,98093514,2,19.86,6.11,39.0,7286,166.2,171.4,11.86,109.915,6.08,37.89
2024-12-09,32658279,4,45.44,5.82,355.8,15873,164.1,146.5,18.1,202.281,7.01,13.38
2024-12-09,27736141,2,10.12,8.02,7.4,4872,159.9,128.7,5.07,54.915,5.81,16.14
2024-12-09,17584626,2,26.17,6.13,109.8,9632,87.7,165.9,21.11,141.671,5.68,31.13
2024-12-09,23177662,6,44.61,5.94,68.7,15885,161.1,144.0,22.33,200.115,5.43,31.33
2024-12-16,13419295,1,4.18,10.89,16.1,2734,128.2,98.8,4.18,23.695,6.12,5.02
2024-12-16,98093514,4,37.89,6.08,145.0,13832,166.3,168.9,14.15,203.26,6.18,32.32
2024-12-16,32658279,3,13.38,7.01,84.9,5626,162.9,137.1,5.12,67.665,5.73,31.19
2024-12-16,27736141,2,16.14,5.81,15.1,5621,167.5,158.2,8.09,77.947,5.97,8.04
2024-12-16,17584626,5,31.13,5.68,99.0,10607,87.7,168.6,14.01,158.222,6.05,27.11
2024-12-16,113047789,3,21.28,6.52,24.5,8320,184.1,165.5,10.94,121.514,6.12,26.21
2024-12-16,23177662,8,31.33,5.43,80.3,10211,163.3,145.1,10.01,132.687,6.14,41.17
2024-12-23,7211094,4,33.25,4.93,182.8,9832,86.3,160.8,12.34,139.319,4.59,6.28
2024-12-23,98093514,4,32.32,6.18,83.0,11980,168.3,163.7,10.16,171.997,6.17,41.37
2024-12-23,32658279,4,31.19,5.73,110.2,10732,165.3,147.7,15.38,134.65,5.51,57.39
2024-12-23,27736141,1,8.04,5.97,7.9,2881,165.6,159.0,8.04,40.182,6.2,21.05
2024-12-23,17584626,4,27.11,6.05,99.0,9842,87.7,167.5,10.06,141.733,5.96,34.98
2024-12-23,113047789,4,26.21,6.12,41.5,9629,183.7,169.7,10.55,143.322,6.07,25.1
2024-12-23,23177662,10,41.17,6.14,111.3,15169,162.9,143.5,10.03,187.026,5.71,48.26
2024-12-30,7211094,2,6.28,4.59,50.0,1729,86.3,152.6,5.2,23.707,4.6,11.7
2024-12-30,98093514,7,41.37,6.17,101.0,15308,167.6,164.0,14.03,223.205,6.06,33.39
2024-12-30,32658279,4,57.39,5.51,439.5,18987,168.3,148.1,42.24,251.066,6.0,42.49
2024-12-30,27736141,3,21.05,6.2,17.7,7836,165.8,146.9,8.02,101.54,5.78,8.05
2024-12-30,17584626,5,34.98,5.96,103.8,12516,87.7,167.7,12.47,183.092,6.07,31.64
2024-12-30,113047789,4,25.1,6.07,33.2,9138,182.8,167.2,7.5,133.777,6.34,17.3
2024-12-30,23177662,5,48.26,5.71,52.8,16527,161.1,153.1,21.12,218.597,5.67,31.38
2025-01-06,7211094,3,11.7,4.6,63.8,3230,86.3,166.3,5.1,48.06,5.1,3.99
2025-01-06,98093514,4,33.39,6.06,101.0,12145,165.6,163.8,15.11,176.952,6.22,38.8
2025-01-06,32658279,5,42.49,6.0,423.3,15291,164.8,142.4,14.06,191.48,5.74,42.8
2025-01-06,27736141,1,8.05,5.78,13.4,2792,164.6,155.1,8.05,37.986,6.31,21.12
2025-01-06,17584626,4,31.64,6.07,151.6,11517,87.7,161.7,15.02,165.354,6.28,41.04
2025-01-06,113047789,3,17.3,6.34,65.2,6587,177.8,146.9,6.95,83.718,6.23,31.23
2025-01-06,23177662,6,31.38,5.67,89.6,10685,160.3,151.7,10.02,139.771,5.89,32.11
2025-01-13,7211094,1,3.99,5.1,17.0,1222,86.3,153.7,3.99,16.476,4.81,18.72
2025-01-13,98093514,6,38.8,6.22,68.0,14483,165.6,158.5,12.08,176.352,6.23,35.39
2025-01-13,32658279,4,42.8,5.74,49.7,14749,169.5,145.0,16.01,187.68,6.04,58.14
2025-01-13,27736141,3,21.12,6.31,23.5,7996,165.3,148.1,8.05,104.581,6.15,16.14
2025-01-13,17584626,8,41.04,6.28,106.0,15471,87.7,160.9,12.02,181.997,6.29,38.7
2025-01-13,113047789,5,31.23,6.23,38.7,11676,174.5,160.0,10.44,167.468,6.34,22.58
2025-01-13,23177662,8,32.11,5.89,53.5,11346,157.5,140.1,6.25,137.088,5.93,41.2
2025-01-20,13419295,1,5.02,6.12,11.0,1843,178.6,133.2,5.02,21.534,6.29,15.09
2025-01-20,7211094,4,18.72,4.81,104.0,5401,86.3,162.2,7.05,77.236,4.64,6.88
2025-01-20,98093514,3,35.39,6.23,90.0,13232,167.6,167.8,21.27,194.504,6.47,41.06
2025-01-20,32658279,5,58.14,6.04,325.8,21084,165.2,141.4,21.38,257.454,5.78,38.45
2025-01-20,27736141,2,16.14,6.15,18.7,5956,166.3,154.4,8.13,80.643,6.63,37.52
2025-01-20,17584626,4,38.7,6.29,140.4,14610,87.7,161.4,21.14,208.586,6.31,40.29
2025-01-20,113047789,3,22.58,6.34,61.2,8593,182.6,169.8,12.13,128.471,6.8,16.65
2025-01-20,23177662,6,41.2,5.93,80.8,14664,159.3,142.3,10.02,183.485,6.41,36.75
2025-01-27,13419295,2,15.09,6.29,96.3,5695,175.3,132.3,10.08,67.009,5.15,11.28
2025-01-27,7211094,2,6.88,4.64,32.2,1913,86.3,160.4,4.98,27.645,5.0,31.91
2025-01-27,98093514,4,41.06,6.47,112.0,15926,161.4,155.7,25.2,232.294,6.35,9.79
2025-01-27,32658279,4,38.45,5.78,444.7,13340,169.3,142.7,12.26,98.856,6.18,49.52
2025-01-27,27736141,4,37.52,6.63,74.6,14921,163.3,147.1,16.34,191.213,7.51,5.09
2025-01-27,17584626,4,40.29,6.31,178.8,15254,87.7,162.4,17.1,219.878,5.91,1.67
2025-01-27,113047789,2,16.65,6.8,8.9,6791,170.5,150.5,8.43,89.363,6.18,16.88
2025-01-27,23177662,7,36.75,6.41,59.0,14141,156.5,135.6,10.09,167.489,5.88,37.3
2025-02-03,7211094,3,31.91,5.0,131.6,9571,86.3,160.4,13.61,135.543,4.95,41.86
2025-02-03,98093514,1,9.79,6.35,21.0,3728,165.6,170.9,9.79,55.887,6.01,21.11
2025-02-03,32658279,4,49.52,6.18,507.3,18353,155.2,126.4,20.22,88.932,5.39,61.37
2025-02-03,27736141,1,5.09,7.51,2.9,2293,161.6,131.8,5.09,26.51,6.28,18.4
2025-02-03,17584626,1,1.67,5.91,6.7,592,87.7,160.1,1.67,8.313,5.78,31.56
2025-02-03,113047789,3,16.88,6.18,18.4,6263,188.3,159.7,6.73,61.65,6.15,18.77
2025-02-03,23177662,4,37.3,5.88,133.1,13168,158.6,146.9,21.14,172.937,6.41,38.34
2025-02-10,7211094,5,41.86,4.95,139.8,12421,86.3,157.5,15.02,170.511,4.87,37.71
2025-02-10,98093514,1,21.11,6.01,92.0,7616,173.6,187.9,21.11,125.53,7.62,4.95
2025-02-10,32658279,5,61.37,5.39,193.8,19849,166.4,145.4,27.13,206.38,6.03,62.89
2025-02-10,27736141,3,18.4,6.28,20.9,6928,165.3,153.9,8.03,93.657,6.13,40.16
2025-02-10,17584626,3,31.56,5.78,114.0,10951,174.6,156.7,21.13,156.769,6.09,26.43
2025-02-10,113047789,3,18.77,6.15,31.6,6926,177.5,163.2,8.38,99.456,6.65,18.37
2025-02-10,23177662,3,38.34,6.41,83.8,14745,157.4,146.1,21.31,180.319,5.85,29.5
2025-02-17,13419295,2,11.28,5.15,81.1,3485,180.2,152.4,6.26,46.292,4.77,10.06
2025-02-17,7211094,5,37.71,4.87,107.2,11019,86.3,161.5,10.15,155.738,4.88,35.8
2025-02-17,98093514,1,4.95,7.62,48.0,2263,153.0,158.2,4.95,31.404,6.4,21.55
2025-02-17,32658279,5,62.89,6.03,338.2,22771,160.9,142.5,24.2,186.979,5.81,62.62
2025-02-17,17584626,5,26.43,6.09,139.0,9666,173.5,160.6,8.08,133.668,5.59,34.6
2025-02-17,113047789,3,18.37,6.65,81.7,7331,181.8,167.1,8.08,58.98,6.27,22.73
2025-02-17,23177662,8,29.5,5.85,113.5,10349,160.6,143.6,6.06,132.517,5.77,37.25
2025-02-24,13419295,2,10.06,4.77,9.5,2881,184.2,157.8,5.03,39.864,5.92,23.02
2025-02-24,7211094,4,35.8,4.88,204.2,10473,86.3,153.7,21.11,142.689,4.53,43.28
2025-02-24,98093514,4,21.55,6.4,61.0,8272,170.2,171.2,6.53,122.547,6.82,29.29
2025-02-24,32658279,5,62.62,5.81,193.0,21822,100.4,75.3,28.19,8.494,5.6,46.05
2025-02-24,27736141,5,40.16,6.13,37.9,14777,166.1,153.4,11.19,198.717,6.29,40.29
2025-02-24,17584626,5,34.6,5.59,109.0,11606,175.5,162.5,10.06,165.952,6.05,31.93
2025-02-24,113047789,3,22.73,6.27,48.3,8555,180.2,166.0,10.19,124.791,6.33,16.13
2025-02-24,614320,2,3.1,6.73,2.0,1252,175.7,130.2,1.57,14.295,5.91,9.68
2025-02-24,23177662,7,37.25,5.77,106.3,12888,160.1,146.0,10.04,168.692,5.74,42.95
2025-03-03,13419295,2,23.02,5.92,55.0,8180,179.9,137.8,13.01,97.796,5.89,22.52
2025-03-03,7211094,7,43.28,4.53,169.6,11764,86.3,157.2,9.4,129.251,4.89,57.13
2025-03-03,98093514,4,29.29,6.82,96.0,11994,162.8,164.3,10.8,165.481,5.92,20.18
2025-03-03,32658279,4,46.05,5.6,439.6,15482,162.8,142.5,22.07,164.593,5.82,72.01
2025-03-03,27736141,5,40.29,6.29,45.6,15214,165.9,147.3,11.12,197.387,6.31,40.21
2025-03-03,17584626,4,31.93,6.05,126.0,11592,174.1,157.9,15.54,160.691,5.65,38.09
2025-03-03,113047789,4,16.13,6.33,127.7,6132,166.9,142.7,5.75,85.585,6.86,27.9
2025-03-03,23177662,6,42.95,5.74,74.1,14799,155.9,141.6,21.15,191.729,5.91,37.21
2025-03-10,13419295,2,22.52,5.89,22.8,7957,182.0,137.3,15.5,91.934,5.06,25.05
2025-03-10,7211094,6,57.13,4.89,133.8,16777,179.4,155.7,24.19,224.66,4.77,63.83
2025-03-10,98093514,4,20.18,5.92,49.0,7173,171.4,166.6,5.09,104.694,6.07,22.28
2025-03-10,32658279,5,72.01,5.82,257.8,25151,161.0,134.9,34.05,76.735,5.74,92.44
2025-03-10,27736141,5,40.21,6.31,78.7,15226,166.6,144.0,11.01,192.584,6.26,41.35
2025-03-10,17584626,6,38.09,5.65,68.0,12909,174.1,164.4,10.03,186.481,6.15,34.46
2025-03-10,113047789,7,27.9,6.86,87.4,11492,172.5,145.7,5.3,156.083,5.86,5.1
2025-03-10,23177662,7,37.21,5.91,61.4,13203,161.4,140.3,10.03,162.119,5.86,47.09
2025-03-17,13419295,2,25.05,5.06,39.1,7611,184.4,150.8,15.01,100.316,5.16,12.14
2025-03-17,7211094,7,63.83,4.77,339.9,18253,176.6,155.0,27.49,247.057,5.15,52.29
2025-03-17,98093514,4,22.28,6.07,46.0,8116,170.7,164.1,10.01,118.533,6.56,36.73
2025-03-17,32658279,6,92.44,5.74,595.0,31862,161.0,132.8,31.54,117.8,5.86,61.26
2025-03-17,27736141,5,41.35,6.26,75.5,15520,166.9,144.9,12.02,198.864,6.09,40.52
2025-03-17,17584626,4,34.46,6.15,79.0,12714,175.6,156.9,17.12,172.91,5.89,40.48
2025-03-17,113047789,1,5.1,5.86,8.2,1791,191.6,170.2,5.1,26.739,8.04,13.21
2025-03-17,23177662,5,47.09,5.86,158.6,16564,160.8,145.7,25.01,215.921,5.79,45.3
2025-03-24,13419295,2,12.14,5.16,21.5,3758,183.6,146.5,7.13,47.155,5.31,22.03
2025-03-24,7211094,6,52.29,5.15,259.8,16164,86.3,148.4,26.17,204.504,4.87,64.96
2025-03-24,98093514,5,36.73,6.56,118.0,14458,165.2,163.6,15.01,207.573,6.04,31.46
2025-03-24,32658279,5,61.26,5.86,161.1,21540,159.0,124.8,25.05,164.787,6.51,12.85
2025-03-24,27736141,6,40.52,6.09,45.1,14816,167.7,145.1,11.03,189.499,6.05,24.2
2025-03-24,17584626,5,40.48,5.89,131.0,14302,174.9,161.6,18.04,203.442,5.78,36.59
2025-03-24,113047789,3,13.21,8.04,24.4,6369,157.3,118.2,6.17,30.276,6.05,5.13
2025-03-24,23177662,10,45.3,5.79,128.1,15743,159.5,137.2,10.02,192.514,5.86,45.29
2025-03-31,13419295,2,22.03,5.31,134.2,7014,183.8,140.7,16.01,85.858,4.51,5.03
2025-03-31,7211094,9,64.96,4.87,367.6,18968,179.0,153.4,20.16,257.017,4.86,46.1
2025-03-31,98093514,4,31.46,6.04,149.0,11404,165.9,154.2,14.7,87.03,6.9,30.44
2025-03-31,32658279,4,12.85,6.51,119.2,5016,153.3,123.9,5.48,55.325,5.54,56.16
2025-03-31,27736141,3,24.2,6.05,35.7,8783,166.9,148.6,8.11,114.506,6.36,29.12
2025-03-31,17584626,5,36.59,5.78,171.0,12683,176.7,155.5,14.7,176.73,0.58,0.35
2025-03-31,113047789,1,5.13,6.05,23.3,1860,194.2,176.6,5.13,28.814,5.93,10.27
2025-03-31,23177662,8,45.29,5.86,70.6,15928,159.1,140.0,21.2,206.651,5.85,21.57
2025-04-07,13419295,1,5.03,4.51,36.1,1359,187.0,155.5,5.03,18.537,6.53,24.94
2025-04-07,7211094,4,46.1,4.86,190.0,13445,86.3,154.3,21.11,181.597,5.03,42.22
2025-04-07,98093514,4,30.44,6.9,40.0,12608,159.6,153.8,14.01,170.937,6.69,25.27
2025-04-07,32658279,3,56.16,5.54,306.6,18659,164.7,141.9,42.62,212.29,5.03,8.01
2025-04-07,27736141,5,29.12,6.36,75.1,11110,166.6,145.6,12.02,143.423,6.26,21.08
2025-04-07,17584626,1,0.35,0.58,1.4,12,171.2,155.6,0.35,0.164,5.89,18.15
2025-04-07,113047789,2,10.27,5.93,19.6,3656,199.0,154.3,5.17,49.5,6.05,10.43
2025-04-07,614320,4,9.68,5.91,17.0,3433,171.7,129.2,5.02,41.049,5.61,15.53
2025-04-07,23177662,6,21.57,5.85,30.2,7569,164.1,142.8,5.04,94.744,6.49,52.09
2025-04-14,13419295,4,24.94,6.53,71.0,9772,161.0,126.0,13.03,114.655,5.02,16.04
2025-04-14,7211094,6,42.22,5.03,189.6,12732,165.2,151.8,15.1,167.561,5.13,61.02
2025-04-14,98093514,4,25.27,6.69,74.0,10143,165.0,160.3,11.5,144.58,6.31,34.52
2025-04-14,32658279,1,8.01,5.03,16.5,2416,170.2,156.5,8.01,33.167,6.04,74.09
2025-04-14,27736141,2,21.08,6.26,27.6,7919,165.0,145.7,16.02,103.062,8.34,18.68
2025-04-14,17584626,2,18.15,5.89,60.0,6418,174.9,169.3,13.06,94.969,6.47,43.31
2025-04-14,113047789,2,10.43,6.05,23.2,3786,180.1,166.5,5.23,55.256,6.04,15.36
2025-04-14,614320,3,15.53,5.61,19.0,5227,174.0,139.4,5.51,63.989,5.79,34.14
2025-04-14,23177662,5,52.09,6.49,149.2,20300,161.6,136.9,25.01,241.496,7.45,49.4
2025-04-21,13419295,3,16.04,5.02,2.3,4833,185.1,152.7,8.01,63.754,4.49,7.03
2025-04-21,7211094,4,61.02,5.13,308.0,18778,178.0,152.2,42.35,259.415,4.93,23.96
2025-04-21,98093514,3,34.52,6.31,96.0,13078,166.2,163.0,21.27,191.162,6.61,29.25
2025-04-21,32658279,6,74.09,6.04,972.1,26854,159.9,122.5,14.19,194.426,5.28,21.14
2025-04-21,27736141,1,18.68,8.34,18.1,9343,158.4,139.2,18.68,114.083,7.03,5.05
2025-04-21,17584626,6,43.31,6.47,233.0,16819,172.3,157.9,15.62,232.869,6.34,34.25
2025-04-21,113047789,3,15.36,6.04,33.9,5566,178.7,163.4,5.32,79.822,6.25,18.81
2025-04-21,614320,6,34.14,5.79,61.0,11865,177.0,137.3,10.6,142.407,5.8,31.26
2025-04-21,23177662,3,49.4,7.45,114.3,22070,157.9,138.9,42.66,272.655,6.24,12.05
2025-04-28,13419295,2,7.03,4.49,12.5,1896,185.2,163.0,5.02,27.277,6.23,13.48
2025-04-28,7211094,4,23.96,4.93,92.6,7083,86.3,153.0,12.39,96.767,5.09,44.99
2025-04-28,98093514,4,29.25,6.61,105.0,11609,163.0,159.8,12.01,161.905,6.12,26.83
2025-04-28,32658279,2,21.14,5.28,94.7,6701,166.8,145.2,11.11,46.362,5.66,32.64
2025-04-28,27736141,1,5.05,7.03,5.1,2133,161.8,144.7,5.05,27.074,5.95,14.36
2025-04-28,17584626,3,34.25,6.34,103.0,13022,176.0,160.6,22.05,181.662,6.73,38.16
2025-04-28,113047789,3,18.81,6.25,32.5,7058,183.1,169.0,8.21,104.384,5.96,9.31
2025-04-28,614320,4,31.26,5.8,93.0,10873,177.5,137.2,12.72,130.427,6.19,34.75
2025-04-28,23177662,3,12.05,6.24,29.6,4512,161.6,136.9,5.02,54.306,6.0,21.39
2025-05-05,13419295,2,13.48,6.23,227.3,5041,162.6,124.2,11.11,60.264,6.72,33.71
2025-05-05,7211094,7,44.99,5.09,232.8,13744,86.3,148.1,12.01,179.917,5.0,68.51
2025-05-05,98093514,3,26.83,6.12,60.0,9858,166.9,168.5,16.01,145.632,6.37,42.67
2025-05-05,32658279,3,32.64,5.66,192.6,11090,167.3,143.8,15.05,139.795,5.81,61.84
2025-05-05,27736141,2,14.36,5.95,8.0,5125,167.2,161.7,8.03,72.751,6.13,16.21
2025-05-05,17584626,6,38.16,6.73,438.0,15405,174.4,158.5,11.02,211.701,5.96,42.77
2025-05-05,113047789,2,9.31,5.96,54.0,3327,180.4,144.4,5.22,41.794,6.3,16.82
2025-05-05,614320,5,34.75,6.19,61.0,12906,174.6,132.6,10.6,150.089,6.54,12.63
